job_title,company,country,city,salary_min,salary_max,currency,remote_type,experience_level,required_skills,posted_date,source,job_description,salary_avg,description_length,salary_missing,skills_missing,company_missing,posted_date_missing,description_truncated,city_is_invalid,remote_type_clean,experience_level_clean,text_for_analysis,salary_band,seniority_score,job_category,is_remote,is_hybrid,is_onsite,has_original_skills,original_skills_list,inferred_skills_existing_data,skills_source,similarity_text,inferred_skills_knn,knn_similarity,llm_skills
Member of Technical Staff — Back-end Engineering (Systems),TensorZero,United States,New York City,200000.0,300000.0,USD,Unspecified,Lead,,2025-12-22,Adzuna,"Product TensorZero is building an automated AI engineer (”TensorZero Autopilot”) powered by our open-source LLMOps platform (”TensorZero Stack”). TensorZero Stack We started by building an open-source LLMOps platform for full-stack LLM engineering: Gateway: access every LLM provider through a unified API ( Observability: monitor your LLM systems, programmatically or with a UI Optimization: optimize your prompts, models, and inference strategies Evaluations: benchmark individual inferences or en…",250000.0,500,False,True,False,False,True,False,Unspecified,Lead,"Member of Technical Staff — Back-end Engineering (Systems) Product TensorZero is building an automated AI engineer (”TensorZero Autopilot”) powered by our open-source LLMOps platform (”TensorZero Stack”). TensorZero Stack We started by building an open-source LLMOps platform for full-stack LLM engineering: Gateway: access every LLM provider through a unified API ( Observability: monitor your LLM systems, programmatically or with a UI Optimization: optimize your prompts, models, and inference strategies Evaluations: benchmark individual inferences or en…",Executive,4,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Member of Technical Staff — Back-end Engineering (Systems) Product TensorZero is building an automated AI engineer (”TensorZero Autopilot”) powered by our open-source LLMOps platform (”TensorZero Stack”). TensorZero Stack We started by building an open-source LLMOps platform for full-stack LLM engineering: Gateway: access every LLM provider through a unified API ( Observability: monitor your LLM systems, programmatically or with a UI Optimization: optimize your prompts, models, and inference strategies Evaluations: benchmark individual inferences or en…","['rag', 'fine-tuning', 'computer vision', 'transformers', 'azure']",0.21531288785996294,"['fine-tuning', 'transformers']"
"Senior AI Engineer (FM Hosting, LLM Inference)",Capital One,United States,Grand Central,167000.0,167000.0,USD,Unspecified,Senior,,2026-01-28,Adzuna,"Senior AI Engineer (FM Hosting, LLM Inference) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent - along with our deep experience in machine learning - position us to be at the forefront of enterprises leveraging AI. From informing customers …",167000.0,500,False,True,False,False,True,False,Unspecified,Senior,"Senior AI Engineer (FM Hosting, LLM Inference) Senior AI Engineer (FM Hosting, LLM Inference) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent - along with our deep experience in machine learning - position us to be at the forefront of enterprises leveraging AI. From informing customers …",Very High,3,AI Engineer,False,False,False,False,[],"['python', 'rag', 'azure', 'nlp', 'openai']",inferred_from_category,"Senior AI Engineer (FM Hosting, LLM Inference) Senior AI Engineer (FM Hosting, LLM Inference) Overview: At Capital One, we are creating responsible and reliable AI systems, changing banking for good. For years, Capital One has been an industry leader in using machine learning to create real-time, personalized customer experiences. Our investments in technology infrastructure and world-class talent - along with our deep experience in machine learning - position us to be at the forefront of enterprises leveraging AI. From informing customers …","['python', 'nlp', 'aws', 'r', 'computer vision']",0.18544306650953624,"['python', 'nlp', 'aws']"
Member of Technical Staff — Developer Relations & Product,TensorZero,United States,New York City,200000.0,300000.0,USD,Unspecified,Lead,,2026-01-21,Adzuna,"Product TensorZero is building an automated AI engineer (”TensorZero Autopilot”) powered by our open-source LLMOps platform (”TensorZero Stack”). TensorZero Stack We started by building an open-source LLMOps platform for full-stack LLM engineering: Gateway: access every LLM provider through a unified API ( Observability: monitor your LLM systems, programmatically or with a UI Optimization: optimize your prompts, models, and inference strategies Evaluations: benchmark individual inferences or en…",250000.0,500,False,True,False,False,True,False,Unspecified,Lead,"Member of Technical Staff — Developer Relations & Product Product TensorZero is building an automated AI engineer (”TensorZero Autopilot”) powered by our open-source LLMOps platform (”TensorZero Stack”). TensorZero Stack We started by building an open-source LLMOps platform for full-stack LLM engineering: Gateway: access every LLM provider through a unified API ( Observability: monitor your LLM systems, programmatically or with a UI Optimization: optimize your prompts, models, and inference strategies Evaluations: benchmark individual inferences or en…",Executive,4,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Member of Technical Staff — Developer Relations & Product Product TensorZero is building an automated AI engineer (”TensorZero Autopilot”) powered by our open-source LLMOps platform (”TensorZero Stack”). TensorZero Stack We started by building an open-source LLMOps platform for full-stack LLM engineering: Gateway: access every LLM provider through a unified API ( Observability: monitor your LLM systems, programmatically or with a UI Optimization: optimize your prompts, models, and inference strategies Evaluations: benchmark individual inferences or en…","['rag', 'fine-tuning', 'computer vision', 'transformers', 'azure']",0.21275896386535376,"['fine-tuning', 'transformers']"
Vice President Sales - Retail & CPG,Encora,United States,Scottsdale,120000.0,120000.0,USD,Unspecified,Management,,2026-02-01,Adzuna,"We are looking for a Vice President of Sales with strong relationships in the Retail & CPG sector to do prospecting, sales, manage a portfolio of opportunities, and ensure the business achieves its revenue and growth targets. This includes the day-to-day prospecting, creating proposals, managing opportunities, ensuring innovative and value driven solutions for our customers as part of the sales & pre-sales process. The successful candidate will hit the ground running, bringing their knowledge, …",120000.0,500,False,True,False,False,True,False,Unspecified,Management,"Vice President Sales - Retail & CPG We are looking for a Vice President of Sales with strong relationships in the Retail & CPG sector to do prospecting, sales, manage a portfolio of opportunities, and ensure the business achieves its revenue and growth targets. This includes the day-to-day prospecting, creating proposals, managing opportunities, ensuring innovative and value driven solutions for our customers as part of the sales & pre-sales process. The successful candidate will hit the ground running, bringing their knowledge, …",High,5,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Vice President Sales - Retail & CPG We are looking for a Vice President of Sales with strong relationships in the Retail & CPG sector to do prospecting, sales, manage a portfolio of opportunities, and ensure the business achieves its revenue and growth targets. This includes the day-to-day prospecting, creating proposals, managing opportunities, ensuring innovative and value driven solutions for our customers as part of the sales & pre-sales process. The successful candidate will hit the ground running, bringing their knowledge, …","['r', 'openai', 'azure', 'gcp']",0.18059806619979035,[]
Prompt Engineers,Forhyre,United States,,90000.0,135000.0,USD,Unspecified,Mid-level,,2025-11-21,Adzuna,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",112500.0,500,False,True,False,False,True,True,Unspecified,Mid-level,"Prompt Engineers We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",High,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineers We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…","['azure', 'python', 'r', 'rag', 'openai']",0.2534759111066277,['openai']
Prompt Engineers,Forhyre,United States,Montevallo,79000.0,79000.0,USD,Unspecified,Mid-level,,2026-02-22,Adzuna,"Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…",79000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"Prompt Engineers Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…",Medium,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineers Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…","['python', 'azure', 'openai', 'r']",0.24889707131852234,"['python', 'azure', 'openai', 'r']"
Prompt Engineer,Cantina,United States,Los Angeles,150000.0,180000.0,USD,Unspecified,Mid-level,,2026-01-31,Adzuna,"About Cantina: Cantina Labs is a social AI company, developing a suite of advanced real-time models that push the boundaries of expression, personality, and realism. We bring characters to life, transforming how people tell stories, connect, and create. We build and power ecosystems. Cantina, our flagship social AI platform, is just the beginning. If you're excited about the potential AI has to shape human creativity and social interactions, join us in building the future! About the Role: As a …",165000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"Prompt Engineer About Cantina: Cantina Labs is a social AI company, developing a suite of advanced real-time models that push the boundaries of expression, personality, and realism. We bring characters to life, transforming how people tell stories, connect, and create. We build and power ecosystems. Cantina, our flagship social AI platform, is just the beginning. If you're excited about the potential AI has to shape human creativity and social interactions, join us in building the future! About the Role: As a …",Very High,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineer About Cantina: Cantina Labs is a social AI company, developing a suite of advanced real-time models that push the boundaries of expression, personality, and realism. We bring characters to life, transforming how people tell stories, connect, and create. We build and power ecosystems. Cantina, our flagship social AI platform, is just the beginning. If you're excited about the potential AI has to shape human creativity and social interactions, join us in building the future! About the Role: As a …","['nlp', 'r', 'computer vision']",0.15037182719389608,"['nlp', 'r']"
Prompt Engineer,MNTN,United States,,108000.0,108000.0,USD,Unspecified,Mid-level,,2026-02-12,Adzuna,"At MNTN, we put our people first, full stop. This allows our company culture to be defined by our team members and their shared values, like trust, ambition, quality, radical honesty, and compassionate leadership. It’s why we all really love working for the Hardest Working Software in Television™ (and also why we were named one of Ad Age’s Best Places To Work in 2025.) We pride ourselves on bringing unrivaled performance and simplicity to Connected TV advertising. Our self-serve technology make…",108000.0,500,False,True,False,False,True,True,Unspecified,Mid-level,"Prompt Engineer At MNTN, we put our people first, full stop. This allows our company culture to be defined by our team members and their shared values, like trust, ambition, quality, radical honesty, and compassionate leadership. It’s why we all really love working for the Hardest Working Software in Television™ (and also why we were named one of Ad Age’s Best Places To Work in 2025.) We pride ourselves on bringing unrivaled performance and simplicity to Connected TV advertising. Our self-serve technology make…",High,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineer At MNTN, we put our people first, full stop. This allows our company culture to be defined by our team members and their shared values, like trust, ambition, quality, radical honesty, and compassionate leadership. It’s why we all really love working for the Hardest Working Software in Television™ (and also why we were named one of Ad Age’s Best Places To Work in 2025.) We pride ourselves on bringing unrivaled performance and simplicity to Connected TV advertising. Our self-serve technology make…","['computer vision', 'nlp', 'fine-tuning']",0.13667364275539984,"['computer vision', 'nlp']"
Lead Engineer - Generative AI & Prompt Engineering,GE Vernova,United States,Upper Union,122000.0,122000.0,USD,Unspecified,Lead,,2026-01-17,Adzuna,"Job Description Summary GE Vernova is embracing cutting-edge technologies to streamline operations, improve customer experiences, and drive growth. As part of this vision, we are building a dedicated team to leverage Generative AI and redefine how we engage with our industry. The ultimate goal of the team is to automate prompting, develop a framework for prompting across use cases to maximize reuse as well as sharing across businesses. We are seeking a highly motivated and talented Prompt Engin…",122000.0,500,False,True,False,False,True,False,Unspecified,Lead,"Lead Engineer - Generative AI & Prompt Engineering Job Description Summary GE Vernova is embracing cutting-edge technologies to streamline operations, improve customer experiences, and drive growth. As part of this vision, we are building a dedicated team to leverage Generative AI and redefine how we engage with our industry. The ultimate goal of the team is to automate prompting, develop a framework for prompting across use cases to maximize reuse as well as sharing across businesses. We are seeking a highly motivated and talented Prompt Engin…",High,4,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Lead Engineer - Generative AI & Prompt Engineering Job Description Summary GE Vernova is embracing cutting-edge technologies to streamline operations, improve customer experiences, and drive growth. As part of this vision, we are building a dedicated team to leverage Generative AI and redefine how we engage with our industry. The ultimate goal of the team is to automate prompting, develop a framework for prompting across use cases to maximize reuse as well as sharing across businesses. We are seeking a highly motivated and talented Prompt Engin…","['computer vision', 'transformers']",0.2168130077970053,['transformers']
Senior Engineer - Generative AI & Prompt Engineering,GE Vernova,United States,Upper Union,127000.0,127000.0,USD,Unspecified,Senior,,2026-01-17,Adzuna,"Job Description Summary GE Vernova is embracing cutting-edge technologies to streamline operations, improve customer experiences, and drive growth. As part of this vision, we are building a dedicated team to leverage Generative AI and redefine how we engage with our industry. The ultimate goal of the team is to automate prompting, develop a framework for prompting across use cases to maximize reuse as well as sharing across businesses. We are seeking a highly motivated and talented Prompt Engin…",127000.0,500,False,True,False,False,True,False,Unspecified,Senior,"Senior Engineer - Generative AI & Prompt Engineering Job Description Summary GE Vernova is embracing cutting-edge technologies to streamline operations, improve customer experiences, and drive growth. As part of this vision, we are building a dedicated team to leverage Generative AI and redefine how we engage with our industry. The ultimate goal of the team is to automate prompting, develop a framework for prompting across use cases to maximize reuse as well as sharing across businesses. We are seeking a highly motivated and talented Prompt Engin…",High,3,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Senior Engineer - Generative AI & Prompt Engineering Job Description Summary GE Vernova is embracing cutting-edge technologies to streamline operations, improve customer experiences, and drive growth. As part of this vision, we are building a dedicated team to leverage Generative AI and redefine how we engage with our industry. The ultimate goal of the team is to automate prompting, develop a framework for prompting across use cases to maximize reuse as well as sharing across businesses. We are seeking a highly motivated and talented Prompt Engin…","['computer vision', 'transformers']",0.21816511779176562,['transformers']
Prompt Engineering Intern,Anduril Industries,United States,Costa Mesa,74000.0,74000.0,USD,Unspecified,Mid-level,,2025-12-07,Adzuna,"The Thunderforge team aims to augment and enhance the wargaming process at the DOW Headquarters level using modern AI and ML technologies. This is a cutting edge team working on projects that have high visibility by key military decision makers, Anduril leadership, and may be one of the most impactful use cases of AI in the US DOW. https://spectrum.ieee.org/thunderforge-ai-wargames-dod https://sentry-magazine.com/u-s-militarys-new-ai-project-aims-to-speed-commander-decisions/ https://www.govcon…",74000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"Prompt Engineering Intern The Thunderforge team aims to augment and enhance the wargaming process at the DOW Headquarters level using modern AI and ML technologies. This is a cutting edge team working on projects that have high visibility by key military decision makers, Anduril leadership, and may be one of the most impactful use cases of AI in the US DOW. https://spectrum.ieee.org/thunderforge-ai-wargames-dod https://sentry-magazine.com/u-s-militarys-new-ai-project-aims-to-speed-commander-decisions/ https://www.govcon…",Low,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineering Intern The Thunderforge team aims to augment and enhance the wargaming process at the DOW Headquarters level using modern AI and ML technologies. This is a cutting edge team working on projects that have high visibility by key military decision makers, Anduril leadership, and may be one of the most impactful use cases of AI in the US DOW. https://spectrum.ieee.org/thunderforge-ai-wargames-dod https://sentry-magazine.com/u-s-militarys-new-ai-project-aims-to-speed-commander-decisions/ https://www.govcon…","['r', 'computer vision', 'rag', 'python', 'azure']",0.13613066647618743,"['r', 'python', 'azure']"
AI Prompt Engineer,OneMCI,United States,,60000.0,80000.0,USD,Unspecified,Mid-level,,2026-01-22,Adzuna,"Full-Time Salary MCI is one of the fastest-growing tech-enabled business services companies in the USA, with a strong call center footprint and operations that extend across multiple countries. We deliver Customer Experience (CX), Business Process Outsourcing (BPO), and Anything-as-a-Service (XaaS) cloud technology solutions across a wide range of industries, including healthcare, retail, government, education, telecom, technology e-commerce, and financial services. Our contact centers are powe…",70000.0,500,False,True,False,False,True,True,Unspecified,Mid-level,"AI Prompt Engineer Full-Time Salary MCI is one of the fastest-growing tech-enabled business services companies in the USA, with a strong call center footprint and operations that extend across multiple countries. We deliver Customer Experience (CX), Business Process Outsourcing (BPO), and Anything-as-a-Service (XaaS) cloud technology solutions across a wide range of industries, including healthcare, retail, government, education, telecom, technology e-commerce, and financial services. Our contact centers are powe…",Low,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"AI Prompt Engineer Full-Time Salary MCI is one of the fastest-growing tech-enabled business services companies in the USA, with a strong call center footprint and operations that extend across multiple countries. We deliver Customer Experience (CX), Business Process Outsourcing (BPO), and Anything-as-a-Service (XaaS) cloud technology solutions across a wide range of industries, including healthcare, retail, government, education, telecom, technology e-commerce, and financial services. Our contact centers are powe…","['nlp', 'python', 'sql', 'azure', 'r']",0.16124878993667036,"['nlp', 'python', 'sql', 'azure', 'r']"
"Product Software Engineer, .NET AI Prompt Engineering",Wolters Kluwer,United States,Wichita,112000.0,112000.0,USD,Unspecified,Mid-level,,2025-11-11,Adzuna,"Wolters Kluwer Tax and Accounting division, provides tax and accounting professionals and businesses of all sizes solutions that drive productivity, navigate change, and deliver better outcomes. As a Product Software Engineer , you will work in a product development team that develops highly configurable software in a collaborative environment employing agile development methodologies. You will participate in the entire life cycle of product development and contribute to building quality produc…",112000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"Product Software Engineer, .NET AI Prompt Engineering Wolters Kluwer Tax and Accounting division, provides tax and accounting professionals and businesses of all sizes solutions that drive productivity, navigate change, and deliver better outcomes. As a Product Software Engineer , you will work in a product development team that develops highly configurable software in a collaborative environment employing agile development methodologies. You will participate in the entire life cycle of product development and contribute to building quality produc…",High,2,Software Engineer,False,False,False,False,[],"['python', 'aws', 'azure', 'computer vision', 'kubernetes']",inferred_from_category,"Product Software Engineer, .NET AI Prompt Engineering Wolters Kluwer Tax and Accounting division, provides tax and accounting professionals and businesses of all sizes solutions that drive productivity, navigate change, and deliver better outcomes. As a Product Software Engineer , you will work in a product development team that develops highly configurable software in a collaborative environment employing agile development methodologies. You will participate in the entire life cycle of product development and contribute to building quality produc…","['r', 'python', 'rag']",0.17955625441443568,"['r', 'python']"
"Prompt Engineer, Agent Prompts & Evals",Anthropic,United States,,320000.0,405000.0,USD,Unspecified,Mid-level,,2026-02-05,Adzuna,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the Role We’re looking for prompt and context engineers to join our product engineering team to help build AI-first products, features, and evaluations. Yo…",362500.0,500,False,True,False,False,True,True,Unspecified,Mid-level,"Prompt Engineer, Agent Prompts & Evals About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the Role We’re looking for prompt and context engineers to join our product engineering team to help build AI-first products, features, and evaluations. Yo…",Executive,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineer, Agent Prompts & Evals About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the Role We’re looking for prompt and context engineers to join our product engineering team to help build AI-first products, features, and evaluations. Yo…","['rag', 'r', 'nlp', 'openai', 'aws']",0.2080712740275672,"['nlp', 'openai']"
AI Prompt Engineer Intern,CACI,United States,Ashburn,39000.0,76000.0,USD,Unspecified,Mid-level,,2026-02-01,Adzuna,"Job Title: AI Prompt Engineer Intern Job Category: Intern/Co-op Time Type: Part time Minimum Clearance Required to Start: None Employee Type: Part-Time On-Call Percentage of Travel Required: None Type of Travel: None * * * The Opportunity: Are you a high school student graduating in June 2026? We have an exciting, paid internship opportunity for you! Join our dynamic Agile Solution Factory (ASF) team as an i ntern starting in July 2026 and ending in September 2026 for a 3-month program with the…",57500.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"AI Prompt Engineer Intern Job Title: AI Prompt Engineer Intern Job Category: Intern/Co-op Time Type: Part time Minimum Clearance Required to Start: None Employee Type: Part-Time On-Call Percentage of Travel Required: None Type of Travel: None * * * The Opportunity: Are you a high school student graduating in June 2026? We have an exciting, paid internship opportunity for you! Join our dynamic Agile Solution Factory (ASF) team as an i ntern starting in July 2026 and ending in September 2026 for a 3-month program with the…",Low,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"AI Prompt Engineer Intern Job Title: AI Prompt Engineer Intern Job Category: Intern/Co-op Time Type: Part time Minimum Clearance Required to Start: None Employee Type: Part-Time On-Call Percentage of Travel Required: None Type of Travel: None * * * The Opportunity: Are you a high school student graduating in June 2026? We have an exciting, paid internship opportunity for you! Join our dynamic Agile Solution Factory (ASF) team as an i ntern starting in July 2026 and ending in September 2026 for a 3-month program with the…","['nlp', 'gcp', 'python', 'aws']",0.1640990405079309,"['nlp', 'python']"
"Prompt Engineer, Software Developer","Raymond James Financial, Inc.",United States,Saint Petersburg,59000.0,59000.0,USD,Unspecified,Mid-level,,2026-01-15,Adzuna,"Responsibilities  This role will directly support the Innovation function and its use of generative AI, including GPTs and future agent-based solutions.  Support the design, development, testing, and ongoing improvement of GPTs, AI-powered workflows, and (over time) agent-based solutions  Assist with prompt engineering, prompt optimization, and documentation of effective prompting patterns and use cases  Help maintain standards, best practices, and internal documentation related to AI tools, au…",59000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"Prompt Engineer, Software Developer Responsibilities  This role will directly support the Innovation function and its use of generative AI, including GPTs and future agent-based solutions.  Support the design, development, testing, and ongoing improvement of GPTs, AI-powered workflows, and (over time) agent-based solutions  Assist with prompt engineering, prompt optimization, and documentation of effective prompting patterns and use cases  Help maintain standards, best practices, and internal documentation related to AI tools, au…",Low,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineer, Software Developer Responsibilities  This role will directly support the Innovation function and its use of generative AI, including GPTs and future agent-based solutions.  Support the design, development, testing, and ongoing improvement of GPTs, AI-powered workflows, and (over time) agent-based solutions  Assist with prompt engineering, prompt optimization, and documentation of effective prompting patterns and use cases  Help maintain standards, best practices, and internal documentation related to AI tools, au…","['python', 'openai', 'azure', 'rag', 'nlp']",0.26273134961298505,"['python', 'openai']"
"Prompt Engineer, Software Developer",Raymond James,United States,Saint Petersburg,64000.0,64000.0,USD,Unspecified,Lead,,2026-01-17,Adzuna,"Job Description Summary Writes, debugs, executes and maintains the source code for software applications. Typically works under the direction of a Lead Developer. Likely to involve working closely with business analysts to ensure requirements are clear and well understood, with other developers to ensure the approach and code can be integrated, and with the application software testers to support their testing plans and resolve bugs. Also needs to conduct their own unit tests and ensure their c…",64000.0,500,False,True,False,False,True,False,Unspecified,Lead,"Prompt Engineer, Software Developer Job Description Summary Writes, debugs, executes and maintains the source code for software applications. Typically works under the direction of a Lead Developer. Likely to involve working closely with business analysts to ensure requirements are clear and well understood, with other developers to ensure the approach and code can be integrated, and with the application software testers to support their testing plans and resolve bugs. Also needs to conduct their own unit tests and ensure their c…",Low,4,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineer, Software Developer Job Description Summary Writes, debugs, executes and maintains the source code for software applications. Typically works under the direction of a Lead Developer. Likely to involve working closely with business analysts to ensure requirements are clear and well understood, with other developers to ensure the approach and code can be integrated, and with the application software testers to support their testing plans and resolve bugs. Also needs to conduct their own unit tests and ensure their c…","['python', 'aws', 'azure']",0.16075535800715457,"['python', 'aws']"
"Prompt Engineer, Applied AI",Databook,United States,Palo Alto,111000.0,111000.0,USD,Unspecified,Mid-level,,2026-02-04,Adzuna,"Wanted : an AI Architect, part strategist, part technologist, who shapes how AI agents think, decide, and act inside a live production platform. You don’t work on theoretical slide decks; you live in the logic layer where strategy becomes execution. This is not a role at a small GTM startup. This is an enterprise-scale role. The systems you design run inside Fortune 100 sales organizations, influence billions of dollars in revenue, and process billions of tokens for tens of thousands of users i…",111000.0,500,False,True,False,False,True,False,Unspecified,Mid-level,"Prompt Engineer, Applied AI Wanted : an AI Architect, part strategist, part technologist, who shapes how AI agents think, decide, and act inside a live production platform. You don’t work on theoretical slide decks; you live in the logic layer where strategy becomes execution. This is not a role at a small GTM startup. This is an enterprise-scale role. The systems you design run inside Fortune 100 sales organizations, influence billions of dollars in revenue, and process billions of tokens for tens of thousands of users i…",High,2,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"Prompt Engineer, Applied AI Wanted : an AI Architect, part strategist, part technologist, who shapes how AI agents think, decide, and act inside a live production platform. You don’t work on theoretical slide decks; you live in the logic layer where strategy becomes execution. This is not a role at a small GTM startup. This is an enterprise-scale role. The systems you design run inside Fortune 100 sales organizations, influence billions of dollars in revenue, and process billions of tokens for tens of thousands of users i…","['rag', 'nlp', 'azure', 'python']",0.12801034404497358,"['nlp', 'python']"
AI Prompt Engineer Associate (DMV),GD Information Technology,United States,,81000.0,109000.0,USD,Unspecified,Junior,,2026-02-22,Adzuna,"Type of Requisition: Regular Clearance Level Must Currently Possess: None Clearance Level Must Be Able to Obtain: None Public Trust/Other Required: Other Job Family: Data Science and Data Engineering Job Qualifications: Skills: AI Prompting, Analytical Work, Communication, Critical Thinking Certifications: None Experience: 0  years of related experience US Citizenship Required: No Job Description: AI PROMPT ENGINEER ASSOCIATE Own your opportunity to turn data into measurable outcomes for our cu…",95000.0,500,False,True,False,False,True,True,Unspecified,Junior,"AI Prompt Engineer Associate (DMV) Type of Requisition: Regular Clearance Level Must Currently Possess: None Clearance Level Must Be Able to Obtain: None Public Trust/Other Required: Other Job Family: Data Science and Data Engineering Job Qualifications: Skills: AI Prompting, Analytical Work, Communication, Critical Thinking Certifications: None Experience: 0  years of related experience US Citizenship Required: No Job Description: AI PROMPT ENGINEER ASSOCIATE Own your opportunity to turn data into measurable outcomes for our cu…",Medium,1,Other,False,False,False,False,[],"['python', 'azure', 'nlp', 'openai', 'rag']",inferred_from_category,"AI Prompt Engineer Associate (DMV) Type of Requisition: Regular Clearance Level Must Currently Possess: None Clearance Level Must Be Able to Obtain: None Public Trust/Other Required: Other Job Family: Data Science and Data Engineering Job Qualifications: Skills: AI Prompting, Analytical Work, Communication, Critical Thinking Certifications: None Experience: 0  years of related experience US Citizenship Required: No Job Description: AI PROMPT ENGINEER ASSOCIATE Own your opportunity to turn data into measurable outcomes for our cu…","['nlp', 'aws']",0.3111388003972618,"['nlp', 'aws']"
